"global_id","entity_id","content_type","content_title","content_topic","portal_name"
"1411","734","article","Predict The Risk: 50 Safety Checks To Do Today","Dementia Safety & Injury Prevention","coaaa"
"1412","735","article","Frauds & Scams: Online & Phone","Dementia Safety & Injury Prevention","coaaa"
"1413","736","article","Living Alone With Dementia","Dementia Safety & Injury Prevention","coaaa"
"1165","555","article","Make Limiting Fluids Easier","Heart Failure","nekcoa"
"1407","738","article","Medications: Dementia Safety","Dementia Safety & Injury Prevention","coaaa"
"197","197","article","Care Chat: Dementia & Driving","Dementia Safety & Injury Prevention","coaaa"
"1262","624","video","Scam Vulnerability With Dementia","Dementia Safety & Injury Prevention","coaaa"
"1883","908","article","Chronic Kidney Disease Complications","Chronic Kidney Complications","wacog"
"1884","909","article","Staying Involved In Kidney Care: Questions To Ask","Chronic Kidney Complications","wacog"
"328","313","article","Creating a Stable Routine",NULL,"demo"
"1783","882","article","Creating A Good Routine",NULL,"demo"
"1885","910","article","Practical Support For Kidney Disease Caregivers","Chronic Kidney Complications","wacog"
"1143","517","article","Transition To Nursing Home",NULL,"aaanm"
"1887","911","video","Beyond The Kidneys: CKD & Mental Health","Chronic Kidney Complications","wacog"
"334","334","video","Good Morning Stretches",NULL,"aaa1b"
"1209","559","article","Organize Medications: 4 Easy Tips",NULL,"aaa1b"
"1208","558","article","4 Skills For Managing Medications",NULL,"aaa1b"
"1173","543","article","Heart Failure: What To Expect",NULL,"aaa1b"
"1837","891","article","When Anxiety Strategies Don’t Work",NULL,"esmv"
"1031","447","article","Quick Explanation Of Power of Attorney (POA)","Documents & Decision Making","nei3a"
"1921","916","video","Inhaling Risk: Vaping Among Youth & How To Help",NULL,"hoco"
"1922","917","elearn","Try It Out: Responding To Attitude",NULL,"hoco"
"1876","904","video","Managing Parental Shame & Differing Opinions",NULL,"hoco"
"1028","444","article","4 Skills for Documents & Decision Making","Documents & Decision Making","nei3a"
"1287","632","video","Teepa Snow: Talk About The Future","Documents & Decision Making","nei3a"
"970","404","article","Skills for Responding to Communication Changes","Communication Changes","nei3a"
"972","405","article","Claire’s Story: Communication Changes","Communication Changes","nei3a"
"989","406","video","Skills for Better Communication","Communication Changes","nei3a"
"973","408","article","Hearing or Vision Problems","Communication Changes","nei3a"
"1029","445","article","LGBTQ+ Advance Care Planning","Documents & Decision Making","nei3a"
"974","409","article","How To Manage Difficulty Following Instructions","Communication Changes","nei3a"
"971","407","article","Communication Tips","Communication Changes","nei3a"
"975","410","article","How To Help When Your Care Recipient Speaks Less Than Before","Communication Changes","nei3a"
"976","411","article","Word Finding","Communication Changes","nei3a"
"977","413","article","4 Ways to Respond to Repetition","Communication Changes","nei3a"
"990","412","video","Responding to Repetition","Communication Changes","nei3a"
"400","394","elearn","Try It Out: Responding to Repetition","Communication Changes","nei3a"
"370","364","story","One Fall Away",NULL,"lifetime"
"333","333","article","Sibling Arguments? 5 Tips for Disagreements","Caregiver Wellness","psa3"
"1185","526","article","Common Caregiver Fears & What You Can Do About Them","Caregiver Wellness","psa3"
"1183","525","article","Caregiver Wellness Blueprint","Caregiver Wellness","psa3"
"1343","653","video","Setting Boundaries & Saying No","Caregiver Wellness","psa3"
"1044","456","article","Burnout Among LGBTQ+ Caregivers","Caregiver Wellness","psa3"
"356","356","article","Introduction to Grief & Loss","Caregiver Wellness","psa3"
"352","352","article","Coping with Loss","Caregiver Wellness","psa3"
"350","350","article","Preparing for Loss","Caregiver Wellness","psa3"
"1741","838","elearn","Meal Planning a Heart Healthy Diet",NULL,"molina"
"1816","890","article","Providing Person-Centered Care",NULL,"northcarolina"
"1805","886","article","Providing Mental Illness Support For People With IDD",NULL,"northcarolina"
"1812","866","article","Promoting Social Skills",NULL,"molina"
"1739","840","elearn","Try It Out: How Can You Help Prevent Falls?",NULL,"scacog"
"1435","743","article","Weekend Reads - Resources, Gadgets and Tools to Care for an Older Adult at Home",NULL,"coaaa"
"1467","767","article","Weekend Reads - COVID-19 Guidance for Caregivers of People Living with Dementia",NULL,"coaaa"
"1770","896","article","Weekend Reads: Multiple Roles: Handling the Guilt",NULL,"coaaa"
"1466","766","article","Weekend Reads - Top Ten Things for Caregivers to Start Doing for the New Year",NULL,"coaaa"
"1537","771","article","Recapturing Time Leaks: From Overwhelmed To Organized",NULL,"aaanm"
"1601","821","article","The ""Ask First"" Approach",NULL,"buchanan"
"1933","927","video","Webinar: Embracing Gratitude: A Path To Healing",NULL,"buchanan"
"1984","929","elearn","GetSetUp - Technology",NULL,"newyork"
"1741","895","elearn","Meal Planning a Heart Healthy Diet","Caregiver Wellness","region9aaa"
"1459","728","article","Food Choices For Diabetes",NULL,"region9aaa"
"141","6","badge","Young at Heart Resources",NULL,"yahr"
"1829","886","article","Routines To Reduce Anxiety",NULL,"kentucky"
"1728","818","elearn","Try It Out: Caring For Yourself",NULL,"lscog"
"1183","525","article","Caregiver Wellness Blueprint",NULL,"lscog"
"323","323","article","Assert Yourself and Ask for Help!",NULL,"lscog"
"1429","715","article","Essential Care Checklist","Care Essentials","lscog"
"1430","716","article","What Are ADLs?","Care Essentials","lscog"
"1509","749","video","Teepa Snow: Care Partnering vs. Caregiving","Care Essentials","lscog"
"1431","717","article","The #1 Mistake Most Caregivers Make","Care Essentials","lscog"
"1483","739","video","Family Disagreements About Care","Care Essentials","lscog"
"1436","718","article","Qualities Of A Family Carer","Care Essentials","lscog"
"1443","719","elearn","Developing Caregiver Qualities","Care Essentials","lscog"
"1506","750","video","5 Tips For A Positive Approach To Care","Care Essentials","lscog"
"1437","720","article","Navigating A New Caregiver Role","Care Essentials","lscog"
"1438","721","article","Respite Care: FAQ's","Care Essentials","lscog"
"1507","751","video","Bringing Help Into The Home","Care Essentials","lscog"
"1890","908","article","Kidney Transplants",NULL,"newyork"
"1534","769","article","How To Recover From Burnout: A Guide For Caregivers","Healing Caregiver Burnout","newyork"
"1543","763","video","Webinar: Healing Caregiver Burnout","Healing Caregiver Burnout","newyork"
"1535","760","article","Compassion Fatigue: What Is It?","Healing Caregiver Burnout","newyork"
"1540","768","article","Anxiety Vs. Dread: Which One Are You Dealing With?","Healing Caregiver Burnout","newyork"
"1488","737","article","Hospice Care: 8 Things You Might Not Know","End Of Life Care","newyork"
"1186","524","article","5 Skills For Mobility & Fall Prevention","Mobility & Fall Prevention","newyork"
"1193","531","article","After A Fall: 3 Things To Do","Mobility & Fall Prevention","newyork"
"1194","532","article","Easy Exercises To Do At Home","Mobility & Fall Prevention","newyork"
"1334","655","video","Getting Up From Bed","Mobility & Fall Prevention","newyork"
"1331","658","video","Sit To Stand With A Bigger Person","Mobility & Fall Prevention","newyork"
"1728","824","elearn","Try It Out: Caring For Yourself",NULL,"php"
"1731","827","elearn","Try It Out: Talking About POA",NULL,"lscog"
"1280","624","article","5 Surprising COPD Facts","COPD Management","php"
"1281","629","article","How Is COPD Diagnosed?","COPD Management","php"
"1113","500","article","Changing Your Care Recipient In Bed",NULL,"ageoptions"
"1346","666","video","Teepa Snow: Parkinson's Disease Symptoms","Parkinson’s Disease: Daily Care","kern"
"1921","916","video","Inhaling Risk: Vaping Among Youth & How To Help",NULL,"esmv"
"1828","925","article","Sleep & Parkinson's",NULL,"demo"
"1838","891","article","How To Help With Healthcare Visits",NULL,"coast"
"1981","933","elearn","GetSetUp - Aging in Place",NULL,"newyork"
"1570","795","article","Guilt & Anger: Feelings Or Fuel",NULL,"agingpartners"
"282","282","article","Caregiver Guilt",NULL,"agingpartners"
"1756","819","video","Webinar: Coping with Caregiver Guilt",NULL,"agingpartners"
"1918","913","video","Webinar: The Emotion Wheel: A Guide to Emotional Awareness",NULL,"agingpartners"
"1385","681","video","Teepa Snow: Stroke Changes In You & Who You Care For",NULL,"agingpartners"
"1816","877","article","Providing Person-Centered Care",NULL,"nekcoa"
"1741","843","elearn","Meal Planning a Heart Healthy Diet",NULL,"php"
"211","211","article","Showering",NULL,"wisconsin"
"347","351","article","Aging and Vision Loss",NULL,"seniorresources"
"1231","575","article","Reduce The Risk Of A Heart Attack","Heart Health","psa3"
"1344","654","video","Teepa Snow: Caring Is A Team Sport","Caregiver Wellness","thrivealliance"
"1182","524","article","Our #1 Tip For Preventing Burnout","Caregiver Wellness","thrivealliance"
"1230","576","article","Discharge After A Cardiac Procedure","Heart Health","psa3"
"1045","458","article","How To Find LGBTQ+ Affirming Services","Caregiver Wellness","thrivealliance"
"1229","577","article","Doctor Questions: Before/After Procedure","Heart Health","psa3"
"336","336","article","Balancing Work and Caregiving","Caregiver Wellness","thrivealliance"
"1591","806","video","CPR: Cardiopulmonary Resuscitation","Heart Health","psa3"
"1729","825","elearn","Working Caregivers: Making It All Work Out","Caregiver Wellness","thrivealliance"
"1226","578","elearn","Heart Health Workbook","Heart Health","psa3"
"1227","579","article","6 Easy Diet Changes","Heart Health","psa3"
"333","333","article","Sibling Arguments? 5 Tips for Disagreements","Caregiver Wellness","thrivealliance"
"323","323","article","Assert Yourself and Ask for Help!","Caregiver Wellness","thrivealliance"
"1228","580","article","Do’s & Don’ts: Heart Health Diet","Heart Health","psa3"
"1741","837","elearn","Meal Planning a Heart Healthy Diet",NULL,"washington"
"1162","548","article","Low Salt Diet Guidelines","Heart Health","psa3"
"1572","786","article","A Resilient Parent Profile",NULL,"dayton"
"1574","788","article","Our 12 Favorite Affirmations For Parents",NULL,"dayton"
"1224","581","article","Is It Safe To Exercise With A Heart Condition?","Heart Health","psa3"
"356","356","article","Introduction to Grief & Loss",NULL,"buchanan"
"1225","582","article","6 Ways To Get Active","Heart Health","psa3"
"1185","526","article","Common Caregiver Fears & What You Can Do About Them","Caregiver Wellness","thrivealliance"
"1725","823","elearn","Encourage Physical Activity","Heart Health","psa3"
"1183","525","article","Caregiver Wellness Blueprint","Caregiver Wellness","thrivealliance"
"1731","827","elearn","Try It Out: Talking About POA",NULL,"nei3a"
"188","188","article","Choosing the Right Products when Assisting in the Bathroom",NULL,"nei3a"
"1514","756","video","How To Make A Diabetes Kit","Type 2 Diabetes Care","psa3"
"333","333","article","Sibling Arguments? 5 Tips for Disagreements",NULL,"buchanan"
"1343","653","video","Setting Boundaries & Saying No","Caregiver Wellness","thrivealliance"
"976","411","article","Word Finding","Communication Changes","aaanm"
"1453","725","article","10 Ways To Support Someone With Diabetes","Type 2 Diabetes Care","psa3"
"1044","456","article","Burnout Among LGBTQ+ Caregivers","Caregiver Wellness","thrivealliance"
"356","356","article","Introduction to Grief & Loss","Caregiver Wellness","thrivealliance"
"282","282","article","Caregiver Guilt","Caregiver Wellness","thrivealliance"
"1539","780","article","Worry Too Much? Here's How To Make A Worry Plan","Healing Caregiver Burnout","buchanan"
"326","326","article","Caregiving Anger and Frustration","Caregiver Wellness","thrivealliance"
"1247","598","article","Introduction To Dementia","Dementia Essentials","thrivealliance"
"1876","904","video","Managing Parental Shame & Differing Opinions",NULL,"kentucky"
"988","372","video","Communication Q&A with Teepa Snow","Communication Changes","eaccares"
"970","373","article","Skills for Responding to Communication Changes","Communication Changes","eaccares"
"1411","675","article","Predict The Risk: 50 Safety Checks To Do Today","Dementia Safety & Injury Prevention","eaccares"
"1412","676","article","Frauds & Scams: Online & Phone","Dementia Safety & Injury Prevention","eaccares"
"1413","677","article","Living Alone With Dementia","Dementia Safety & Injury Prevention","eaccares"
"1407","679","article","Medications: Dementia Safety","Dementia Safety & Injury Prevention","eaccares"
"197","197","article","Care Chat: Dementia & Driving","Dementia Safety & Injury Prevention","eaccares"
"1262","572","video","Scam Vulnerability With Dementia","Dementia Safety & Injury Prevention","eaccares"
"1727","793","elearn","Care Chat: When It's Time To Stop Driving","Dementia Safety & Injury Prevention","eaccares"
"1416","680","article","Dementia Fall Prevention: 5 Steps","Dementia Safety & Injury Prevention","eaccares"
"1417","681","article","Kitchen Safety","Dementia Safety & Injury Prevention","eaccares"
"1415","678","article","Wandering: Reduce The Risk","Dementia Safety & Injury Prevention","eaccares"
"1418","682","article","Grabbing & Hitting: How To Respond","Dementia Safety & Injury Prevention","eaccares"
"1419","683","article","Cheat Sheet: 6 Ways To Avoid Getting Hurt While Transferring","Dementia Safety & Injury Prevention","eaccares"
"372","370","story","Miento Porque La Amo",NULL,"wacog"
"1337","616","video","Teepa Snow: How NOT To Get Hurt","Dementia Safety & Injury Prevention","eaccares"
"1195","506","article","Preventing Bedsores","Dementia Safety & Injury Prevention","eaccares"
"1262","603","video","Scam Vulnerability With Dementia","Dementia Essentials","buchanan"
"1170","543","article","Common Heart Failure Symptoms & What You Can Do",NULL,"tcoa"
"1216","566","article","Medication Changes After Hospital Discharge","Medications","buchanan"
"1217","567","article","Paying For Medications","Medications","buchanan"
"1666","825","elearn","Try It Out: Missed Medications","Medications","buchanan"
"1593","815","video","High Risk Medications","Medications","buchanan"
"1219","569","article","Sleeping Medications: Know The Risks","Medications","buchanan"
"1220","570","article","Pain Medication: Do's & Don'ts","Medications","buchanan"
"1221","571","article","Blood Thinners: Do's & Don'ts","Medications","buchanan"
"1222","572","article","Medications That Increase Falls Risk","Medications","buchanan"
"975","410","article","How To Help When Your Care Recipient Speaks Less Than Before",NULL,"buchanan"
"1223","573","article","Medications That May Cause Memory Problems","Medications","buchanan"
"980","416","article","How To Manage Repeated Phone Calls",NULL,"buchanan"
"1197","539","article","Bed Transfers",NULL,"buchanan"
"1113","500","article","Changing Your Care Recipient In Bed",NULL,"buchanan"
"1117","507","article","Bathing In Bed",NULL,"buchanan"
"1126","502","video","Showering: Assisting & Cueing",NULL,"buchanan"
"1490","752","article","Signs Of End Of Life",NULL,"buchanan"
"1494","756","article","After Loss: Navigating Logistics",NULL,"buchanan"
"1593","815","video","High Risk Medications",NULL,"buchanan"
"1229","577","article","Doctor Questions: Before/After Procedure",NULL,"buchanan"
"1230","576","article","Discharge After A Cardiac Procedure",NULL,"buchanan"
"1224","581","article","Is It Safe To Exercise With A Heart Condition?",NULL,"buchanan"
"1210","560","article","Medication Reminders & Tools",NULL,"buchanan"
"1212","562","article","Medication List",NULL,"buchanan"
"1214","564","article","Missing Doses & Medication Mistakes",NULL,"buchanan"
"1211","561","article","12 Questions To Ask About Medications",NULL,"buchanan"
"1213","563","article","Resistance To Taking Medications",NULL,"buchanan"
"1215","565","article","Care Question: Are They Taking Too Many Medications?",NULL,"buchanan"
"1216","566","article","Medication Changes After Hospital Discharge",NULL,"buchanan"
"1217","567","article","Paying For Medications",NULL,"buchanan"
"1218","568","article","Insulin: 3 Mistakes To Avoid",NULL,"buchanan"
"1207","566","elearn","Equipo De Insuficiencia Cardíaca: Usted Tiene El Control",NULL,"kern"
"1885","917","article","Apoyo Práctico Para Cuidadores De Enfermedades Renales Crónicas","Chronic Kidney Complications","kern"
"1887","918","video","Más Allá De Los Riñones: Mala Salud Mental","Chronic Kidney Complications","kern"
"1454","735","article","3 Tips For Checking Blood Sugar",NULL,"buchanan"
"1886","919","article","Descripción General De La Diálisis: Elegir Un Plan De Tratamiento","Chronic Kidney Complications","kern"
"1457","736","article","Diabetes & Driving",NULL,"buchanan"
"1458","742","article","4 Tips For Diabetes Nutrition",NULL,"buchanan"
"1888","920","article","Diálisis: El Papel De Un Cuidador Y Consejos","Chronic Kidney Complications","kern"
"1889","921","elearn","Pruébelo: Evitar Errores De Diálisis","Chronic Kidney Complications","kern"
"1141","522","article","Transition To Rehab",NULL,"buchanan"
"1890","922","article","Trasplantes De Riñón","Chronic Kidney Complications","kern"
"1315","644","article","What Incontinence Products Should I Choose?",NULL,"buchanan"
"1323","638","video","Dependent Toilet Transfer",NULL,"buchanan"
"1316","643","article","How Do I Help With Oral Care?",NULL,"buchanan"
"1324","636","video","Helping With Oral Care: Minimum Assist",NULL,"buchanan"
"1325","635","video","Helping With Oral Care: Maximum Assist",NULL,"buchanan"
"1317","642","article","How Can I Make The Bathroom Safer?",NULL,"buchanan"
"1326","637","video","Safety In The Bathroom",NULL,"buchanan"
"1741","836","elearn","Meal Planning a Heart Healthy Diet",NULL,"beas"
"1173","542","article","Heart Failure: What To Expect",NULL,"beas"
"1207","556","elearn","Heart Failure Team: You're In Control",NULL,"beas"
"1167","555","article","Symptom Tracker For Heart Failure",NULL,"beas"
"1168","546","article","Medications For Heart Failure",NULL,"beas"
"1230","575","article","Discharge After A Cardiac Procedure",NULL,"beas"
"1591","804","video","CPR: Cardiopulmonary Resuscitation",NULL,"beas"
"1162","547","article","Low Salt Diet Guidelines",NULL,"beas"
"1226","577","elearn","Heart Health Workbook",NULL,"beas"
"970","407","article","Skills for Responding to Communication Changes","Communication Changes","ventura"
"972","408","article","Claire’s Story: Communication Changes","Communication Changes","ventura"
"1340","650","video","Common Mistakes With Sensory Activities",NULL,"region9aaa"
"1829","884","article","Routines To Reduce Anxiety",NULL,"agingpartners"
"1833","883","article","When The Routine Isn’t Working",NULL,"agingpartners"
"1124","495","video","Toileting: Assisting & Cueing",NULL,"ageoptions"
"1273","616","video","Offering Help vs. Giving Help",NULL,"region9aaa"
"1922","915","elearn","Try It Out: Responding To Attitude","Grandparents Supporting Grandkids","washington"
"1922","915","elearn","¡Pruébelo! Responder A Las Actitudes","Grandparents Supporting Grandkids","washington"
"330","330","article","Screen Time",NULL,"newyork"
"1731","836","elearn","Try It Out: Talking About POA",NULL,"buchanan"
"272","272","article","Managing Medications at Home",NULL,"aaanm"
"375","369","elearn","Emergency Planning Workbook",NULL,"lifetime"
"1516","754","article","5 Ways To Support Someone With Mental Illness","Depression & Bipolar Disorder Care","daaa1a"
"1517","757","article","What Is Depression?","Depression & Bipolar Disorder Care","daaa1a"
"1518","758","article","What Is Bipolar Disorder?","Depression & Bipolar Disorder Care","daaa1a"
"1521","761","article","To Push Or Not To Push","Depression & Bipolar Disorder Care","daaa1a"
"1126","531","video","Showering: Assisting & Cueing","Care Tasks In The Bathroom","demo"
"988","403","video","Communication Q&A with Teepa Snow","Communication Changes","agingpartners"
"1115","534","article","Addressing Bathing Challenges","Care Tasks In The Bathroom","demo"
"970","404","article","Skills for Responding to Communication Changes","Communication Changes","agingpartners"
"972","405","article","Claire’s Story: Communication Changes","Communication Changes","agingpartners"
"989","406","video","Skills for Better Communication","Communication Changes","agingpartners"
"973","408","article","Hearing or Vision Problems","Communication Changes","agingpartners"
"971","407","article","Communication Tips","Communication Changes","agingpartners"
"974","409","article","How To Manage Difficulty Following Instructions","Communication Changes","agingpartners"
"1733","838","elearn","Try It Out: Putting First Things First",NULL,"buchanan"
"975","410","article","How To Help When Your Care Recipient Speaks Less Than Before","Communication Changes","agingpartners"
"976","411","article","Word Finding","Communication Changes","agingpartners"
"990","412","video","Responding to Repetition","Communication Changes","agingpartners"
"329","329","article","Trauma-Informed Care",NULL,"buchanan"
"328","328","article","Creating a Stable Routine",NULL,"buchanan"
"330","330","article","Screen Time",NULL,"buchanan"
"977","413","article","4 Ways to Respond to Repetition","Communication Changes","agingpartners"
"400","394","elearn","Try It Out: Responding to Repetition","Communication Changes","agingpartners"
"978","414","article","How To Manage Repeated Questions","Communication Changes","agingpartners"
"979","415","article","Repeating The Same Stories","Communication Changes","agingpartners"
"980","416","article","How To Manage Repeated Phone Calls","Communication Changes","agingpartners"
"991","417","video","Impulsive and Rude Behavior","Communication Changes","agingpartners"
"981","418","article","Set Boundaries in 4 Steps","Communication Changes","agingpartners"
"982","419","article","Respond to Swearing and Cursing","Communication Changes","agingpartners"
"984","421","article","Respond to Rude or Offensive Comments","Communication Changes","agingpartners"
"983","420","article","Unwanted Sexual Comments","Communication Changes","agingpartners"
"985","422","article","Agitation or Aggression","Communication Changes","agingpartners"
"986","423","elearn","Trualta Companion Cards","Communication Changes","agingpartners"
"1922","924","elearn","Try It Out: Responding To Attitude",NULL,"buchanan"
"1040","451","article","When There Is No POA","Documents & Decision Making","agingpartners"
"1028","444","article","4 Skills for Documents & Decision Making","Documents & Decision Making","agingpartners"
"1287","632","video","Teepa Snow: Talk About The Future","Documents & Decision Making","agingpartners"
"1029","445","article","LGBTQ+ Advance Care Planning","Documents & Decision Making","agingpartners"
"1030","446","elearn","Healthcare vs. Financial POA","Documents & Decision Making","agingpartners"
"1031","447","article","Quick Explanation Of Power of Attorney (POA)","Documents & Decision Making","agingpartners"
"1288","633","video","Teepa Snow: Talk About Power of Attorney","Documents & Decision Making","agingpartners"
"1032","448","article","Conversation Guide For POA","Documents & Decision Making","agingpartners"
"1038","449","article","Refusing To Discuss POA","Documents & Decision Making","agingpartners"
"1039","450","article","Family Arguments About POA","Documents & Decision Making","agingpartners"
"1731","827","elearn","Try It Out: Talking About POA","Documents & Decision Making","agingpartners"
"1041","452","elearn","Living Will vs. Will & POA","Documents & Decision Making","agingpartners"
"1042","453","article","Quick Explanation of Living Will","Documents & Decision Making","agingpartners"
"1043","454","article","Conversation Guide for Living Will","Documents & Decision Making","agingpartners"
"1533","763","article","3 Types Of Stress In Burnout",NULL,"agingpartners"
"1838","889","article","How To Help With Healthcare Visits",NULL,"beas"
"1455","732","article","Blood Sugar Highs","Type 2 Diabetes Care","psa3"
"1456","733","article","Blood Sugar Lows","Type 2 Diabetes Care","psa3"
"1457","727","article","Diabetes & Driving","Type 2 Diabetes Care","psa3"
"1737","831","elearn","Try It Out: Encouraging Engagement",NULL,"beas"
"1458","734","article","4 Tips For Diabetes Nutrition","Type 2 Diabetes Care","psa3"
"1079","483","article","Meaningful Activities: 3 Core Skills","Meaningful Activities","beas"
"1459","728","article","Food Choices For Diabetes","Type 2 Diabetes Care","psa3"
"1083","486","article","Participation In Everyday Activities","Meaningful Activities","beas"
"1081","485","article","4 Ways To Make Activities Easier","Meaningful Activities","beas"
"1080","484","article","Activities For Every Dementia Stage","Meaningful Activities","beas"
"990","412","video","Responding to Repetition","Communication Changes","aaa1b"
"989","406","video","Skills for Better Communication","Communication Changes","aaa1b"
"1346","656","video","Teepa Snow: Parkinson's Disease Symptoms",NULL,"lifetime"
"1823","879","article","How To Prevent Freezing & Falls",NULL,"lifetime"
"1821","875","article","Plan For Future Mobility Changes",NULL,"lifetime"
"1822","878","article","Starting Conversations About Future Planning",NULL,"lifetime"
"1824","876","article","Equipment For Safety & Fall Prevention (Parkinson’s)",NULL,"lifetime"
"1826","881","article","New Ideas To Encourage Activity",NULL,"lifetime"
"1825","880","article","Stay Engaged & Safe In Daily Activities",NULL,"lifetime"
"1345","655","video","Teepa Snow: Exercise For Parkinson's Disease",NULL,"lifetime"
"1533","759","article","3 Types Of Stress In Burnout","Healing Caregiver Burnout","newyork"
"1536","764","article","At Your Limit? Make A Safety Plan","Healing Caregiver Burnout","newyork"
"1347","657","video","Teepa Snow: Use Rhythm To Get Unstuck","Parkinson’s Disease: Daily Care","lifetime"
"1827","882","article","Driving & Parkinson’s","Parkinson’s Disease: Daily Care","lifetime"
"1739","835","elearn","Try It Out: How Can You Help Prevent Falls?",NULL,"lifetime"
"1593","806","video","High Risk Medications",NULL,"lifetime"
"1208","558","article","4 Skills For Managing Medications",NULL,"lifetime"
"1339","649","video","Teepa Snow: Medication Mishaps",NULL,"lifetime"
"1209","559","article","Organize Medications: 4 Easy Tips",NULL,"lifetime"
"1210","560","article","Medication Reminders & Tools",NULL,"lifetime"
"1211","561","article","12 Questions To Ask About Medications",NULL,"lifetime"
"1212","562","article","Medication List",NULL,"lifetime"
"1213","563","article","Resistance To Taking Medications",NULL,"lifetime"
"1214","564","article","Missing Doses & Medication Mistakes",NULL,"lifetime"
"1215","565","article","Care Question: Are They Taking Too Many Medications?",NULL,"lifetime"
"1217","567","article","Paying For Medications",NULL,"lifetime"
"1219","569","article","Sleeping Medications: Know The Risks",NULL,"lifetime"
"1731","827","elearn","Try It Out: Talking About POA",NULL,"lifetime"
"1185","526","article","Common Caregiver Fears & What You Can Do About Them",NULL,"lifetime"
"1837","889","article","When Anxiety Strategies Don’t Work",NULL,"lifetime"
"1116","506","article","Resistance To Showering Or Bathing","General Care Tasks In The Bathroom","lifetime"
"1313","646","article","3 Ways To Encourage A Shower","General Care Tasks In The Bathroom","lifetime"
"1114","504","article","Bathing & Showering: The Basics","General Care Tasks In The Bathroom","lifetime"
"1320","641","video","Helping Someone Into The Tub","General Care Tasks In The Bathroom","lifetime"
"1118","508","article","Skin Care","General Care Tasks In The Bathroom","lifetime"
"1314","645","elearn","Home Care Workers: Find A Good Match","General Care Tasks In The Bathroom","lifetime"
"1742","838","elearn","Try It Out: Completing Skin Checks","General Care Tasks In The Bathroom","lifetime"
"1111","498","article","UTIs: Urinary Tract Infections","General Care Tasks In The Bathroom","lifetime"
"1315","644","article","What Incontinence Products Should I Choose?","General Care Tasks In The Bathroom","lifetime"
"1107","501","article","Toileting: The Basics","General Care Tasks In The Bathroom","lifetime"
"1113","500","article","Changing Your Care Recipient In Bed","General Care Tasks In The Bathroom","lifetime"
"1326","637","video","Safety In The Bathroom","General Care Tasks In The Bathroom","lifetime"
"1317","642","article","How Can I Make The Bathroom Safer?","General Care Tasks In The Bathroom","lifetime"
"1198","540","article","Bathroom Transfers","General Care Tasks In The Bathroom","lifetime"
"329","329","article","Trauma-Informed Care","Grandparents Supporting Grandkids","esmv"
"328","328","article","Creating a Stable Routine","Grandparents Supporting Grandkids","esmv"
"330","330","article","Screen Time","Grandparents Supporting Grandkids","esmv"
"1210","560","article","Medication Reminders & Tools","Heart Health","buchanan"
"1262","603","video","Scam Vulnerability With Dementia","Dementia Essentials","psa3"
"1267","614","video","Make Caring Easier: Asking For Help","Dementia Essentials","psa3"
"1337","647","video","Teepa Snow: How NOT To Get Hurt","Dementia Safety & Injury Prevention","psa3"
"1195","537","article","Preventing Bedsores","Dementia Safety & Injury Prevention","psa3"
"1537","765","article","Recapturing Time Leaks: From Overwhelmed To Organized","Healing Caregiver Burnout","newyork"
"1726","833","elearn","Care Chat: Having Conversations About Mental Health",NULL,"kern"
"1538","766","article","Receiving Help","Healing Caregiver Burnout","newyork"
"1918","923","video","Webinar: The Emotion Wheel: A Guide to Emotional Awareness",NULL,"kern"
"1838","890","article","How To Help With Healthcare Visits",NULL,"upcap"
"1106","494","article","4 Skills For Personal Care Tasks","Care Tasks In The Bathroom","lifetime"
"1123","493","video","Personal Care Q&A With Teepa Snow","Care Tasks In The Bathroom","lifetime"
"1186","528","article","5 Skills For Mobility & Fall Prevention","Mobility & Fall Prevention","lifetime"
"1187","529","article","Lisa’s Story","Mobility & Fall Prevention","lifetime"
"1188","530","article","Q&A: Mobility & Fall Prevention","Mobility & Fall Prevention","lifetime"
"1189","531","article","Fall Prevention Checklist","Mobility & Fall Prevention","lifetime"
"1190","532","article","Tips For A Safer Home","Mobility & Fall Prevention","lifetime"
"1191","533","article","Safety Wear & Devices","Mobility & Fall Prevention","lifetime"
"1338","648","video","Teepa Snow: Intro To Mobility Equipment","Mobility & Fall Prevention","lifetime"
"1192","534","article","Canes, Walkers & Wheelchairs","Mobility & Fall Prevention","lifetime"
"1193","535","article","After A Fall: 3 Things To Do","Mobility & Fall Prevention","lifetime"
"1194","536","article","Easy Exercises To Do At Home","Mobility & Fall Prevention","lifetime"
"1195","537","article","Preventing Bedsores","Mobility & Fall Prevention","lifetime"
"1196","538","article","Sit To Stand Transfers","Mobility & Fall Prevention","lifetime"
"1197","539","article","Bed Transfers","Mobility & Fall Prevention","lifetime"
"1199","541","article","Moving Up & Down The Stairs","Mobility & Fall Prevention","lifetime"
"1200","542","article","Car Transfers","Mobility & Fall Prevention","lifetime"
"1334","659","video","Getting Up From Bed","Mobility & Fall Prevention","lifetime"
"1330","658","video","Sit To Stand Transfer","Mobility & Fall Prevention","lifetime"
"1331","662","video","Sit To Stand With A Bigger Person","Mobility & Fall Prevention","lifetime"
"1332","661","video","Wheelchair To Bed Transfer","Mobility & Fall Prevention","lifetime"
"1333","660","video","Wheelchair To Bed Transfer With A Bigger Person","Mobility & Fall Prevention","lifetime"
