"portal_user_id","age_range","gender","tags"
"kansas-625","36-45","female","[""Abuse"", ""Activities"", ""Aggression"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Bedsores"", ""Boredom"", ""Care Skills"", ""Caregiver Burnout"", ""Caring for Kids"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Doctors"", ""Dressing"", ""Driving"", ""Emotions"", ""End of Life Care"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Hallucinations"", ""Heart Health"", ""Hoarding"", ""Hospice"", ""Hospitals"", ""Irritability"", ""Kidney Disease"", ""Local Resources"", ""Loneliness"", ""Lung Health"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mental Illness"", ""Mobility"", ""Moving & Transfers"", ""Oral Care"", ""Pain"", ""Parkinson's"", ""Physical Changes"", ""Power of Attorney"", ""Prescriptions"", ""Raising Grandchildren"", ""Relationships"", ""Repetition"", ""Resisting Care"", ""Self-Care"", ""Skin"", ""Stroke"", ""Toileting"", ""UTIs"", ""Wandering"", ""Withdrawing"", ""Work""]"
"kansas-627","36-45","female","[""Care Skills"", ""Caregiver Burnout"", ""Caring for Kids"", ""Diabetes"", ""End of Life Care"", ""Heart Health"", ""Mental Illness""]"
"beas-357","36-45","female","[""Abuse"", ""Activities"", ""Anxiety"", ""Boredom"", ""Caregiver Burnout"", ""Certifications"", ""Dementia & Alzheimer's"", ""Emotions"", ""End of Life Care"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Hospitals"", ""Local Resources"", ""Loneliness"", ""Mealtime"", ""Mental Changes"", ""Mental Illness"", ""Mobility"", ""Parkinson's"", ""Power of Attorney"", ""Relationships"", ""Resisting Care"", ""Self-Care"", ""Work""]"
"php-372","18-25","female","[""Abuse"", ""Activities"", ""Bathing"", ""Bedsores"", ""Boredom"", ""Care Skills"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Dressing"", ""Driving"", ""Falls"", ""Fraud & Scams"", ""Loneliness"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mobility"", ""Moving & Transfers"", ""Oral Care"", ""Pain"", ""Physical Changes"", ""Self-Care"", ""Skin"", ""Stroke"", ""Toileting"", ""UTIs"", ""Work""]"
"kern-2867","36-45","male","[""Aggression"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Bedsores"", ""Boredom"", ""Care Skills"", ""Caregiver Burnout"", ""Caring for Kids"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Doctors"", ""Dressing"", ""Emotions"", ""End of Life Care"", ""Falls"", ""Future Planning"", ""Hallucinations"", ""Heart Health"", ""Hoarding"", ""Hospice"", ""Hospitals"", ""Irritability"", ""Kidney Disease"", ""Loneliness"", ""Lung Health"", ""Mental Changes"", ""Mental Illness"", ""Oral Care"", ""Pain"", ""Parkinson's"", ""Physical Changes"", ""Prescriptions"", ""Relationships"", ""Repetition"", ""Resisting Care"", ""Self-Care"", ""Skin"", ""Stroke"", ""Toileting"", ""UTIs"", ""Wandering"", ""Withdrawing"", ""Work""]"
"kern-2871","36-45","female","[""Activities"", ""Boredom"", ""Care Skills"", ""Caring for Kids"", ""Developmental Disabilities"", ""Emotions"", ""Future Planning"", ""Local Resources"", ""Repetition"", ""Self-Care""]"
"aaa7-601","26-35","female","[""Aggression"", ""Anxiety"", ""Care Skills"", ""Certifications"", ""Developmental Disabilities"", ""Emotions"", ""Falls"", ""Future Planning"", ""Heart Health"", ""Local Resources"", ""Mealtime"", ""Mental Changes"", ""Mobility"", ""Moving & Transfers"", ""Pain"", ""Relationships"", ""Resisting Care"", ""Self-Care"", ""Work""]"
"aaa7-602","46-60","female","[""Abuse"", ""Abuse"", ""Activities"", ""Activities"", ""Aggression"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Bathing"", ""Bedsores"", ""Bedsores"", ""Boredom"", ""Care Skills"", ""Caregiver Burnout"", ""Caring for Kids"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Doctors"", ""Doctors"", ""Dressing"", ""Dressing"", ""Driving"", ""Driving"", ""Emotions"", ""Emotions"", ""End of Life Care"", ""Falls"", ""Falls"", ""Fraud & Scams"", ""Fraud & Scams"", ""Future Planning"", ""Future Planning"", ""Hallucinations"", ""Heart Health"", ""Hoarding"", ""Hoarding"", ""Hospice"", ""Hospice"", ""Hospitals"", ""Hospitals"", ""Irritability"", ""Irritability"", ""Kidney Disease"", ""Local Resources"", ""Local Resources"", ""Loneliness"", ""Loneliness"", ""Lung Health"", ""Mealtime"", ""Mealtime"", ""Medications"", ""Medications"", ""Mental Changes"", ""Mental Changes"", ""Mental Illness"", ""Mobility"", ""Mobility"", ""Moving & Transfers"", ""Moving & Transfers"", ""Oral Care"", ""Oral Care"", ""Pain"", ""Pain"", ""Parkinson's"", ""Physical Changes"", ""Physical Changes"", ""Power of Attorney"", ""Prescriptions"", ""Prescriptions"", ""Raising Grandchildren"", ""Raising Grandchildren"", ""Relationships"", ""Relationships"", ""Repetition"", ""Repetition"", ""Resisting Care"", ""Resisting Care"", ""Self-Care"", ""Self-Care"", ""Skin"", ""Skin"", ""Stroke"", ""Toileting"", ""Toileting"", ""UTIs"", ""UTIs"", ""Wandering"", ""Wandering"", ""Withdrawing"", ""Withdrawing"", ""Work"", ""Work""]"
"newyork-2778","46-60","female","[""Aggression"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Boredom"", ""Care Skills"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Dressing"", ""Emotions"", ""Falls"", ""Future Planning"", ""Hallucinations"", ""Hoarding"", ""Irritability"", ""Local Resources"", ""Loneliness"", ""Mental Changes"", ""Mental Illness"", ""Mobility"", ""Oral Care"", ""Pain"", ""Physical Changes"", ""Relationships"", ""Repetition"", ""Resisting Care"", ""Self-Care"", ""Stroke"", ""Toileting"", ""UTIs"", ""Wandering"", ""Withdrawing""]"
"agingpartners-224","60+","female","[""Abuse"", ""Activities"", ""Care Skills"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Emotions"", ""Future Planning"", ""Hallucinations"", ""Mental Changes"", ""Repetition"", ""Wandering""]"
"sdcaregivers-247","46-60","female","[""Care Skills"", ""Caregiver Burnout"", ""Caring for Kids"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""End of Life Care"", ""Heart Health"", ""Kidney Disease"", ""Lung Health"", ""Mental Illness"", ""Parkinson's"", ""Stroke""]"
"lscog-219","60+","female","[""Abuse"", ""Activities"", ""Aggression"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Bedsores"", ""Boredom"", ""Care Skills"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Doctors"", ""Dressing"", ""Driving"", ""Emotions"", ""End of Life Care"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Hallucinations"", ""Heart Health"", ""Hoarding"", ""Hospice"", ""Hospitals"", ""Irritability"", ""Local Resources"", ""Loneliness"", ""Lung Health"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mental Illness"", ""Mobility"", ""Moving & Transfers"", ""Oral Care"", ""Pain"", ""Physical Changes"", ""Power of Attorney"", ""Prescriptions"", ""Raising Grandchildren"", ""Relationships"", ""Repetition"", ""Resisting Care"", ""Self-Care"", ""Skin"", ""Stroke"", ""Toileting"", ""UTIs"", ""Wandering"", ""Withdrawing"", ""Work""]"
"aaanm-286","60+","female","[""Dementia & Alzheimer's"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Medications"", ""Mental Changes"", ""Parkinson's"", ""Power of Attorney"", ""Resisting Care""]"
"wisconsin-1959","60+","female","[""Care Skills"", ""Dementia & Alzheimer's"", ""Doctors"", ""Future Planning"", ""Heart Health"", ""Hospitals"", ""Local Resources"", ""Lung Health""]"
"empowerline-350","36-45","female","[""Activities"", ""Agitation"", ""Anger"", ""Anxiety"", ""Care Skills"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Doctors"", ""Emotions"", ""Falls"", ""Future Planning"", ""Hallucinations"", ""Heart Health"", ""Hoarding"", ""Irritability"", ""Local Resources"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mental Illness"", ""Pain"", ""Power of Attorney"", ""Relationships"", ""Resisting Care"", ""Self-Care"", ""Wandering""]"
"kern-2914","46-60","female","[""Activities"", ""Bathing"", ""Care Skills"", ""Developmental Disabilities"", ""Diabetes"", ""Mealtime"", ""Mental Illness"", ""Mobility"", ""Toileting""]"
"thrivealliance-245","60+","female","[""Abuse"", ""Aggression"", ""Agitation"", ""Anger"", ""Anxiety"", ""Dementia & Alzheimer's"", ""Emotions"", ""Falls"", ""Future Planning"", ""Medications"", ""Mental Changes"", ""Mental Illness"", ""Pain"", ""Prescriptions"", ""Resisting Care"", ""Self-Care"", ""UTIs""]"
"northcarolina-2100","36-45","male","[""Activities"", ""Aggression"", ""Agitation"", ""Anxiety"", ""Bathing"", ""Boredom"", ""Care Skills"", ""Caring for Kids"", ""Diabetes"", ""Doctors"", ""Dressing"", ""Emotions"", ""Falls"", ""Future Planning"", ""Hospitals"", ""Irritability"", ""Local Resources"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mental Illness"", ""Mobility"", ""Moving & Transfers"", ""Pain"", ""Physical Changes"", ""Power of Attorney"", ""Prescriptions"", ""Relationships"", ""Repetition"", ""Self-Care"", ""Skin"", ""UTIs""]"
"kern-2921","36-45","female","[""Activities"", ""Care Skills"", ""Certifications"", ""Future Planning"", ""Local Resources"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mobility"", ""Pain"", ""Physical Changes"", ""Skin"", ""UTIs""]"
"tcoa-459","46-60","female","[""Abuse"", ""Activities"", ""Aggression"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Bedsores"", ""Boredom"", ""Care Skills"", ""Caregiver Burnout"", ""Certifications"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Doctors"", ""Dressing"", ""Driving"", ""Emotions"", ""End of Life Care"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Hallucinations"", ""Heart Health"", ""Hoarding"", ""Hospice"", ""Hospitals"", ""Irritability"", ""Kidney Disease"", ""Local Resources"", ""Loneliness"", ""Lung Health"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mental Illness"", ""Mobility"", ""Moving & Transfers"", ""Oral Care"", ""Pain"", ""Parkinson's"", ""Physical Changes"", ""Power of Attorney"", ""Prescriptions"", ""Raising Grandchildren"", ""Relationships"", ""Repetition"", ""Resisting Care"", ""Self-Care"", ""Skin"", ""Stroke"", ""Toileting"", ""UTIs"", ""Wandering"", ""Withdrawing"", ""Work""]"
"jayhawk-351","60+","female","[""Aggression"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Boredom"", ""Care Skills"", ""Dementia & Alzheimer's"", ""Hallucinations"", ""Hoarding"", ""Irritability"", ""Loneliness"", ""Repetition"", ""Resisting Care"", ""Self-Care"", ""Toileting"", ""Wandering"", ""Withdrawing""]"
"kansas-634","36-45","female","[""Activities"", ""Anxiety"", ""Bathing"", ""Boredom"", ""Care Skills"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Emotions"", ""Future Planning"", ""Heart Health"", ""Hospitals"", ""Local Resources"", ""Loneliness"", ""Lung Health"", ""Medications"", ""Mental Changes"", ""Mental Illness"", ""Mobility"", ""Moving & Transfers"", ""Physical Changes"", ""Power of Attorney"", ""Prescriptions"", ""Repetition"", ""Resisting Care"", ""Self-Care"", ""Stroke"", ""Withdrawing""]"
"php-378","60+","female","[""Agitation"", ""Anxiety"", ""Boredom"", ""Dementia & Alzheimer's"", ""Diabetes"", ""End of Life Care"", ""Hallucinations"", ""Heart Health"", ""Hospice"", ""Irritability"", ""Loneliness"", ""Mental Changes"", ""Mental Illness"", ""Repetition"", ""Stroke""]"
"aaa7-607","36-45","female","[""Care Skills"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health""]"
"realservices-252","60+","female","[""Aggression"", ""Agitation"", ""Anger"", ""Anxiety"", ""Boredom"", ""Care Skills"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Hallucinations"", ""Hoarding"", ""Irritability"", ""Loneliness"", ""Repetition"", ""Resisting Care"", ""Wandering"", ""Withdrawing""]"
"kern-2953","26-35","female","[""Caregiver Burnout""]"
"newyork-2847","26-35","female","[""Dementia & Alzheimer's""]"
"newyork-2849","60+","female","[""Aggression"", ""Agitation"", ""Anger"", ""Anxiety"", ""Care Skills"", ""Caregiver Burnout"", ""Certifications"", ""Dementia & Alzheimer's"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Heart Health"", ""Hoarding"", ""Kidney Disease"", ""Local Resources"", ""Medications"", ""Mental Changes"", ""Mobility"", ""Oral Care"", ""Pain"", ""Physical Changes"", ""Power of Attorney"", ""Prescriptions"", ""Self-Care"", ""Stroke"", ""UTIs"", ""Wandering""]"
"aacog-347","60+","male","[""Activities"", ""Care Skills"", ""Doctors"", ""Falls"", ""Future Planning"", ""Loneliness"", ""Self-Care""]"
"northcarolina-2116","60+","female","[""Activities"", ""Agitation"", ""Anxiety"", ""Bathing"", ""Boredom"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Dressing"", ""Driving"", ""Fraud & Scams"", ""Hoarding"", ""Local Resources"", ""Mealtime"", ""Medications"", ""Repetition"", ""Resisting Care"", ""Self-Care"", ""Skin"", ""Withdrawing""]"
"kern-2983","36-45","female","[""Activities"", ""Anxiety"", ""Bathing"", ""Boredom"", ""Care Skills"", ""Caregiver Burnout"", ""Certifications"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Doctors"", ""Dressing"", ""Driving"", ""Emotions"", ""End of Life Care"", ""Falls"", ""Future Planning"", ""Heart Health"", ""Hoarding"", ""Hospitals"", ""Local Resources"", ""Loneliness"", ""Mealtime"", ""Medications"", ""Mobility"", ""Pain"", ""Parkinson's"", ""Physical Changes"", ""Prescriptions"", ""Relationships"", ""Repetition"", ""Resisting Care"", ""Self-Care"", ""Stroke"", ""Toileting"", ""Wandering""]"
"northcarolina-2117","36-45","female","[""Aggression"", ""Agitation"", ""Boredom"", ""Dementia & Alzheimer's"", ""Falls""]"
"dayton-1197","60+","female","[""Bathing"", ""Boredom"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Hoarding"", ""Local Resources"", ""Mental Changes"", ""Moving & Transfers"", ""Resisting Care"", ""Self-Care"", ""Toileting""]"
"coaaa-524","36-45","female","[""Activities"", ""Agitation"", ""Bathing"", ""Boredom"", ""Care Skills"", ""Caregiver Burnout"", ""Caring for Kids"", ""Certifications"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Doctors"", ""Dressing"", ""Driving"", ""Emotions"", ""End of Life Care"", ""Falls"", ""Fraud & Scams"", ""Heart Health"", ""Hospice"", ""Hospitals"", ""Kidney Disease"", ""Local Resources"", ""Loneliness"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mental Illness"", ""Mobility"", ""Moving & Transfers"", ""Oral Care"", ""Pain"", ""Physical Changes"", ""Prescriptions"", ""Relationships"", ""Repetition"", ""Self-Care"", ""Skin"", ""Toileting"", ""Withdrawing"", ""Work""]"
"newyork-2878","60+","female","[""Boredom"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Future Planning"", ""Local Resources"", ""Power of Attorney""]"
"aaa7-615","60+","female","[""Activities"", ""Boredom"", ""Care Skills"", ""Caregiver Burnout"", ""Certifications"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Hallucinations"", ""Heart Health"", ""Hospitals"", ""Kidney Disease"", ""Local Resources"", ""Loneliness"", ""Mealtime"", ""Mental Changes"", ""Mental Illness"", ""Mobility"", ""Pain"", ""Physical Changes"", ""Power of Attorney"", ""Prescriptions"", ""Relationships"", ""Self-Care"", ""Skin"", ""UTIs"", ""Work""]"
"kern-3014","46-60","female","[""Activities"", ""Anxiety"", ""Bathing"", ""Care Skills"", ""Diabetes"", ""Dressing"", ""Driving"", ""Falls"", ""Future Planning"", ""Hoarding"", ""Loneliness"", ""Mealtime"", ""Medications"", ""Mobility"", ""Power of Attorney"", ""Prescriptions"", ""UTIs"", ""Withdrawing""]"
"northcarolina-2128","60+","female","[""Care Skills"", ""Caregiver Burnout"", ""Certifications"", ""Dementia & Alzheimer's"", ""Diabetes"", ""End of Life Care"", ""Pain"", ""Parkinson's"", ""Raising Grandchildren"", ""Self-Care"", ""Skin""]"
"ageoptions-267","36-45","female","[""Abuse"", ""Activities"", ""Aggression"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Bedsores"", ""Boredom"", ""Care Skills"", ""Caregiver Burnout"", ""Caring for Kids"", ""Certifications"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Doctors"", ""Dressing"", ""Driving"", ""Emotions"", ""End of Life Care"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Hallucinations"", ""Heart Health"", ""Hoarding"", ""Hospice"", ""Hospitals"", ""Irritability"", ""Kidney Disease"", ""Local Resources"", ""Loneliness"", ""Lung Health"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mental Illness"", ""Mobility"", ""Moving & Transfers"", ""Oral Care"", ""Pain"", ""Parkinson's"", ""Physical Changes"", ""Power of Attorney"", ""Prescriptions"", ""Raising Grandchildren"", ""Relationships"", ""Repetition"", ""Resisting Care"", ""Self-Care"", ""Skin"", ""Stroke"", ""Toileting"", ""UTIs"", ""Wandering"", ""Withdrawing"", ""Work""]"
"wellwise-479","60+","female","[""Aggression"", ""Agitation"", ""Anger"", ""Anxiety"", ""Boredom"", ""Dementia & Alzheimer's"", ""Hallucinations"", ""Hoarding"", ""Irritability"", ""Loneliness"", ""Repetition"", ""Resisting Care"", ""Wandering"", ""Withdrawing""]"
"psa3-332","60+","female","[""Anxiety"", ""Care Skills"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Emotions"", ""Hallucinations"", ""Hoarding"", ""Medications"", ""Mental Changes"", ""Physical Changes"", ""Relationships"", ""UTIs"", ""Wandering""]"
"northcarolina-2133","46-60","female","[""Abuse"", ""Aggression"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Care Skills"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Doctors"", ""Dressing"", ""Emotions"", ""Falls"", ""Future Planning"", ""Hoarding"", ""Hospitals"", ""Kidney Disease"", ""Local Resources"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mental Illness"", ""Mobility"", ""Moving & Transfers"", ""Oral Care"", ""Pain"", ""Power of Attorney"", ""Prescriptions"", ""Relationships"", ""Resisting Care"", ""Self-Care"", ""Toileting"", ""UTIs"", ""Work""]"
"kern-3033","18-25","female","[""Care Skills"", ""Caring for Kids""]"
"agingpartners-233","46-60","female","[""Anxiety"", ""Boredom"", ""Dementia & Alzheimer's"", ""End of Life Care"", ""Hospice"", ""Loneliness"", ""Mental Illness"", ""Resisting Care"", ""Stroke"", ""Withdrawing""]"
"agingpartners-235","46-60","female","[""Activities"", ""Agitation"", ""Anxiety"", ""Bathing"", ""Boredom"", ""Care Skills"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Emotions"", ""End of Life Care"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Heart Health"", ""Local Resources"", ""Loneliness"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mobility"", ""Oral Care"", ""Pain"", ""Physical Changes"", ""Power of Attorney"", ""Relationships"", ""Repetition"", ""Self-Care"", ""Skin"", ""Toileting""]"
"agingpartners-236","36-45","female","[""Aggression"", ""Anxiety"", ""Care Skills"", ""Caregiver Burnout"", ""Caring for Kids"", ""Certifications"", ""Developmental Disabilities"", ""Emotions"", ""Local Resources"", ""Loneliness"", ""Mental Illness"", ""Relationships"", ""Self-Care"", ""Wandering""]"
"demo-560","18-25","male","[""Care Skills"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""End of Life Care"", ""Kidney Disease"", ""Lung Health""]"
"coaaa-531","60+","female","[""Activities"", ""Boredom"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Driving"", ""Emotions"", ""Local Resources"", ""Medications"", ""Mental Changes"", ""Repetition""]"
"newyork-2983","26-35","non-binary","[""Activities"", ""Anxiety"", ""Boredom"", ""Care Skills"", ""Caregiver Burnout"", ""Driving"", ""Emotions"", ""Local Resources"", ""Loneliness"", ""Lung Health"", ""Mental Changes"", ""Mental Illness"", ""Self-Care"", ""Skin"", ""Stroke"", ""Work""]"
"ssvtcoa-231","60+","female","[""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Care Skills"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Falls"", ""Hallucinations"", ""Irritability"", ""Repetition"", ""Resisting Care"", ""Self-Care"", ""Toileting"", ""UTIs"", ""Withdrawing""]"
"ageoptions-273","46-60","female","[""Care Skills"", ""Caregiver Burnout"", ""Certifications"", ""Heart Health"", ""Kidney Disease""]"
"kern-3067","NA","NA","[""Dementia & Alzheimer's""]"
"hoco-489","60+","female","[""Dementia & Alzheimer's"", ""Toileting"", ""Withdrawing""]"
"wisconsin-1997","60+","female","[""Activities"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Boredom"", ""Care Skills"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Emotions"", ""Future Planning"", ""Irritability"", ""Mental Changes"", ""Mobility"", ""Moving & Transfers"", ""Pain"", ""Repetition"", ""Resisting Care"", ""Self-Care"", ""Stroke""]"
"ventura-368","46-60","female","[""Care Skills"", ""Caregiver Burnout"", ""Certifications"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Doctors"", ""Driving"", ""End of Life Care"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Heart Health"", ""Local Resources"", ""Mental Changes"", ""Mental Illness"", ""Power of Attorney"", ""UTIs""]"
"lowcountry-244","60+","male","[""Activities"", ""Bathing"", ""Boredom"", ""Dressing"", ""Falls"", ""Local Resources"", ""Mealtime"", ""Medications"", ""Mobility"", ""Oral Care"", ""Pain"", ""Parkinson's"", ""Physical Changes"", ""Raising Grandchildren"", ""Repetition"", ""Skin"", ""Toileting"", ""Work""]"
"northcarolina-2156","46-60","female","[""Activities"", ""Agitation"", ""Anger"", ""Anxiety"", ""Boredom"", ""Care Skills"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Doctors"", ""Driving"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Irritability"", ""Local Resources"", ""Mental Changes"", ""Mobility"", ""Physical Changes"", ""Relationships"", ""Repetition"", ""Resisting Care"", ""Self-Care"", ""Wandering"", ""Withdrawing""]"
"newyork-3014","60+","female","[""Agitation"", ""Bathing"", ""Bedsores"", ""Care Skills"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Doctors"", ""Dressing"", ""Falls"", ""Future Planning"", ""Heart Health"", ""Hospitals"", ""Local Resources"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mobility"", ""Moving & Transfers"", ""Oral Care"", ""Pain"", ""Parkinson's"", ""Physical Changes"", ""Power of Attorney"", ""Skin"", ""Toileting"", ""UTIs"", ""Wandering""]"
"realservices-256","46-60","female","[""Activities"", ""Aggression"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Boredom"", ""Care Skills"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Dressing"", ""Emotions"", ""End of Life Care"", ""Falls"", ""Future Planning"", ""Hallucinations"", ""Irritability"", ""Local Resources"", ""Loneliness"", ""Mealtime"", ""Mental Changes"", ""Pain"", ""Parkinson's"", ""Physical Changes"", ""Power of Attorney"", ""Relationships"", ""Resisting Care"", ""Self-Care"", ""Toileting"", ""Wandering"", ""Withdrawing""]"
"aaa7-622","46-60","male","[""Certifications"", ""Emotions"", ""Relationships"", ""Self-Care"", ""Work""]"
"newyork-3031","36-45","female","[""Care Skills"", ""Caregiver Burnout"", ""Future Planning"", ""Local Resources"", ""Power of Attorney""]"
"minnesota-741","36-45","female","[""Parkinson's""]"
"agingpartners-243","60+","female","[""Agitation"", ""Bathing"", ""Bathing"", ""Care Skills"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Falls"", ""Hallucinations"", ""Irritability"", ""Kidney Disease"", ""Local Resources"", ""Local Resources"", ""Loneliness"", ""Mealtime"", ""Mealtime"", ""Mobility"", ""Mobility"", ""Moving & Transfers"", ""Moving & Transfers"", ""Pain"", ""Pain"", ""Physical Changes"", ""Physical Changes"", ""Prescriptions"", ""Prescriptions"", ""Resisting Care"", ""Self-Care"", ""Self-Care"", ""Toileting"", ""Toileting"", ""Withdrawing""]"
"agingpartners-244","60+","female","[""Activities"", ""Care Skills"", ""Falls"", ""Future Planning"", ""Local Resources"", ""Mobility"", ""Moving & Transfers"", ""Pain"", ""UTIs"", ""Wandering"", ""Work""]"
"newyork-3048","46-60","female","[""Activities"", ""Anger"", ""Anxiety"", ""Bathing"", ""Boredom"", ""Care Skills"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Dressing"", ""Emotions"", ""Falls"", ""Hallucinations"", ""Hoarding"", ""Irritability"", ""Local Resources"", ""Loneliness"", ""Mealtime"", ""Mental Changes"", ""Mental Illness"", ""Mobility"", ""Moving & Transfers"", ""Repetition"", ""Resisting Care"", ""Self-Care"", ""Toileting"", ""Wandering"", ""Withdrawing"", ""Work""]"
"minnesota-743","60+","female","[""Activities"", ""Anger"", ""Anxiety"", ""Caregiver Burnout"", ""Certifications"", ""Dementia & Alzheimer's"", ""Doctors"", ""Driving"", ""Emotions"", ""Fraud & Scams"", ""Future Planning"", ""Hoarding"", ""Irritability"", ""Mobility"", ""Power of Attorney"", ""Relationships"", ""Self-Care"", ""Work""]"
"northcarolina-2159","60+","male","[""Activities"", ""Bathing"", ""Boredom"", ""Care Skills"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Dressing"", ""Fraud & Scams"", ""Hallucinations"", ""Local Resources"", ""Loneliness"", ""Mealtime"", ""Mental Changes"", ""Moving & Transfers"", ""Oral Care"", ""Physical Changes"", ""Resisting Care"", ""Toileting""]"
"kalamazoo-277","60+","male","[""Care Skills"", ""Emotions"", ""End of Life Care"", ""Falls"", ""Hospice"", ""Irritability"", ""Local Resources"", ""Mental Changes"", ""Mental Illness"", ""Mobility"", ""Resisting Care""]"
"newyork-3074","60+","male","[""Abuse"", ""Activities"", ""Aggression"", ""Anxiety"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Driving"", ""Emotions"", ""Future Planning"", ""Hoarding"", ""Irritability"", ""Local Resources"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mental Illness"", ""Moving & Transfers"", ""Power of Attorney"", ""Self-Care""]"
"washington-769","60+","male","[""Agitation"", ""Anxiety"", ""Bathing"", ""Boredom"", ""Care Skills"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Emotions"", ""Falls"", ""Local Resources"", ""Self-Care"", ""Toileting"", ""UTIs""]"
